StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_12_TEXT,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_6_TEXT,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q16,Q17,Q18,Q19,Q20
4/27/2020 11:03,4/27/2020 11:06,100,168,TRUE,4/27/2020 11:06,R_10OcpArexP5CJIl,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Agree,Agree,Agree,Agree,Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Agree,N/A: I have not used this resource,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Every few days,Agree,Agree,Agree,Agree,N/A: I have not received communication via this method,N/A: I have not received communication via this method,,Neutral,,,,,,,,,,,,,,
4/27/2020 11:02,4/27/2020 11:06,100,245,TRUE,4/27/2020 11:06,R_1F9yAzjg4TQoPrw,anonymous,EN,MS1,Very positively affected,Very positively affected,Somewhat negatively affected,Somewhat positively affected,Somewhat positively affected,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat positively affected,Very positively affected,Somewhat positively affected,Somewhat negatively affected,Somewhat positively affected,Neutral,N/A: I did not take this course via remote learning,Very negatively affected,Very positively affected,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,,$0-100,Strongly Agree,I prefer the flexibility of learning material at my own time and pace,Biweekly,,Strongly Agree,Disagree,Agree,Disagree,,,Strongly Agree,,,Moved outside San Diego area,Disagree,Disagree,Disagree,Neutral,Agree,Agree,,,,,
4/27/2020 11:04,4/27/2020 11:07,100,197,TRUE,4/27/2020 11:07,R_1gO4SpRcUH9iSch,anonymous,EN,MS2,Neutral,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$101-$500,Neutral,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,,,Neutral,Very negatively affected,Somewhat unprepared,Stayed in existing off-campus housing in San Diego,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,,,,
4/27/2020 11:05,4/27/2020 11:09,100,251,TRUE,4/27/2020 11:09,R_3HUfT98bR7hZXMn,anonymous,EN,MS2,Very positively affected,,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Very positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,$501-1000,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,,,Strongly Agree,Somewhat negatively affected,Neutral,Moved off-campus in San Diego,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,,,,,
4/27/2020 11:10,4/27/2020 11:15,100,297,TRUE,4/27/2020 11:15,R_2Qmpm7LMucuulD5,anonymous,EN,MS2,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,Neutral,Agree,N/A: I have not used this resource,,$101-$500,Disagree,I prefer having required modules and due dates,Weekly,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,N/A: I have not received communication via this method,,Disagree,Very negatively affected,Neutral,Stayed in existing off-campus housing in San Diego,Agree,Agree,Disagree,Disagree,Neutral,Disagree,,,remote learning is difficult without a regular schedule. it’s easy to put something off indefinitely.,,
4/27/2020 11:11,4/27/2020 11:15,100,246,TRUE,4/27/2020 11:15,R_1kXpFweLPswayW1,anonymous,EN,MS2,Neutral,Somewhat positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Somewhat positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Agree,Neutral,Agree,Agree,N/A: I have not received communication via this method,,,Agree,No change,Neutral,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,,,"I enjoyed the zoom PBL sessions, i found them to be better than in person zoom. My attention span was definitely better. ","I enjoy remote learning, as I podcasted many lectures from home before COVID. The possibility of participating in group activities remotely was a good experience for me. "
4/27/2020 11:04,4/27/2020 11:15,100,670,TRUE,4/27/2020 11:15,R_1j8QsQsFzFX8AX7,anonymous,EN,MS2,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Agree,Agree,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Strongly Agree,Strongly Agree,,,$101-$500,Agree,I prefer having required modules and due dates,Every few days,Strongly Agree,Agree,Strongly Agree,Strongly Agree,N/A: I have not received communication via this method,,,Neutral,Somewhat negatively affected,Somewhat prepared,Stayed in existing off-campus housing in San Diego,Neutral,Agree,Neutral,Agree,Agree,Agree,,N/A due to very limited MS2 curriculum transitioned to online,PBL via Zoom really takes away from the ability to interact in a less structured format since only one person can talk at a time,,I think that the circumstances of remote learning were very different than what one would typically expect to be the basis for such a transition. I appreciated that our course directors for our final two blocks were very understanding while trying to navigate such a change.
4/27/2020 11:03,4/27/2020 11:21,100,1120,TRUE,4/27/2020 11:21,R_2f6PVhVoViLQNFk,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Somewhat negatively affected,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Very negatively affected,Very negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,N/A: I have not used this resource,Agree,Strongly Agree,Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,Strongly Agree,Strongly Agree,,,$0-100,Disagree,I prefer having required modules and due dates,Weekly,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,,The ability to watch lectures on your own time during the day. Ability to organize your studying/learning to a flipped classroom style.,A central database where students are receiving information/updates about school. Clear instructions about what certain Zoom sessions will be (ie. histology and anatomy). ,Having a flipped classroom component where students watch the lecture and then have office hours with the lecturer afterwards would be nice to continue for at least some of the lectures.,It is very difficult to maintain focus when looking at screens for more than 2 hours. A good amount of active participation is lost in small group settings for many different reasons.   
4/27/2020 11:22,4/27/2020 11:28,100,375,TRUE,4/27/2020 11:28,R_sgNCyoblIIQ5pF7,anonymous,EN,MS1,Somewhat positively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Neutral,Neutral,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,N/A: I have not used this resource,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Monthly,Agree,Agree,Disagree,Disagree,Strongly Disagree,,,Neutral,,,Moved off-campus in San Diego,Agree,Agree,Agree,Agree,Agree,Agree,,podcasted lectures can be viewed ahead of their scheduled date,"Ultrasound, PE training, ACA, etc. are absent. And POM sessions can feel too long. ",Early podcasted lectures. ,"It is extremely beneficial for many students to not have to drive to school everyday and pay for parking as well. When we return to normal mandated, physical activities such as POM, PBL, labs, and small groups, it would be very cost-saving, efficient, and useful for almost all students if these mandatory curricular components were stacked and limited to a few days a week instead of being spread over all 5 workdays. This provides the autonomy and flexibility that students/young adults need to save money and enhance the efficiency of their studies. "
4/27/2020 11:20,4/27/2020 11:29,100,584,TRUE,4/27/2020 11:29,R_6JdALifNB7nghqh,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Neutral,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,Strongly Agree,Disagree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,Strongly Agree,sketchy,$0-100,Neutral,I prefer having required modules and due dates,Weekly,Agree,Disagree,Neutral,Strongly Agree,Disagree,,,Agree,,,Stayed at UCSD graduate student housing,Agree,Agree,Agree,Agree,Neutral,Neutral,"I have begun seeing a continuity patietn through DT free clinic, which has been hugely helpful for my motivation and keeping up with my interviewing skills","having the recorded lectures up in the morning, I am a morning person, but I do not learn well in the physical lecture session bc I cannot pause and address confusion right away ",POM is really tough and so is PBL most days. I think that things that require discussion are really hard over zoom bc its hard to gage who wants to speak. I think presentations are better over zoom. ,the prerecorded lectures I think are very helpful. and then having more in person small group work,"I really enjoy the COVID tie ins especially in Immuno. having lots of practice problems is super helpful, bc studying alone, it is hard to gage what i do/do not understand so I think that practice questions are super helpful. the Kahoots have been very helpful as well. I think that the use of youtube videos that explain concepts well and are well drawn out should continue to be used as an incremental part of the curiculum. why try to redo it when it is already done so well. "
4/27/2020 11:53,4/27/2020 12:05,100,757,TRUE,4/27/2020 12:05,R_1mKGdJakaJLf2iN,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Neutral,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,N/A: I have not used this resource,Agree,N/A: I have not used this resource,N/A: I have not used this resource,Neutral,N/A: I have not used this resource,Strongly Agree,,,$0-100,Neutral,I prefer having required modules and due dates,Biweekly,Agree,Agree,Neutral,Neutral,N/A: I have not received communication via this method,,,Neutral,,,Stayed in existing off-campus housing in San Diego,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,,The 0 commute time,Making PBL and POM more interactive since people tend to participate less. ,,Having technical difficulties can be detrimental at times. Feeling disengaged from my classmates has had a negative effect on my mental well-being and on my motivation to do classwork. Not having access to the big whiteboards in MET where I can diagram entire lectures and study in a group before a final exam has had a negative effect on my ability to learn and perform well in exams
4/27/2020 12:22,4/27/2020 12:25,100,148,TRUE,4/27/2020 12:25,R_30q1yikJPqjxfTT,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat positively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Agree,N/A: I have not used this resource,Strongly Disagree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,N/A: I have not used this resource,,$0-100,Disagree,I prefer having required modules and due dates,Every few days,Agree,Agree,Disagree,Agree,Strongly Disagree,N/A: I have not received communication via this method,,Neutral,,,Moved outside San Diego area,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,,,,,
4/27/2020 12:17,4/27/2020 12:25,100,490,TRUE,4/27/2020 12:26,R_3I9SDPHBm80Pa7m,anonymous,EN,MS2,Neutral,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,N/A: I have not used this resource,Agree,N/A: I have not used this resource,Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Strongly Agree,Strongly Agree,,,$0-100,Strongly Agree,I prefer having required modules and due dates,Weekly,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,,Agree,Very negatively affected,Somewhat prepared,Stayed at UCSD graduate student housing,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,N/a,"Freedom to work on different things at your own pace, spending more or less time on topics based on your own need. And the ability to curtail your style of learning to what works best for you.",Lack of accountability,I feel we already had a good balance within our curriculum. I do think the time spent in PBL could be altered in some ways.,"As a MS2, we didn't have to experience much remote learning because of the timing of all of this in our own curriculum schedule. But being more or less alone for the past ~2 months has showed me the importance of connection and social interaction in my own mental well-being and the role that our in-person classes served in meeting that need for me. I miss in-person class for that reason the most. And I would be worried that if the SOM switched to more remote learning permanently after COVID-19, a lot of student's mental health would decline due to isolation and lack of relationships with classmates."
4/27/2020 12:46,4/27/2020 12:49,100,191,TRUE,4/27/2020 12:49,R_2Yr1VHK9CIEzjgH,anonymous,EN,MS2,N/A: I did not take this course via remote learning,Very positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,,$0-100,Neutral,I prefer having required modules and due dates,Every few days,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,,Agree,Somewhat negatively affected,Somewhat unprepared,Moved outside San Diego area,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,,,,,
4/27/2020 13:00,4/27/2020 13:08,100,510,TRUE,4/27/2020 13:08,R_DNXC0QJPtXiEGLD,anonymous,EN,MS1,Very positively affected,Neutral,Somewhat negatively affected,Very negatively affected,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat positively affected,Neutral,Somewhat positively affected,Neutral,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Monthly,Strongly Agree,Agree,Disagree,Agree,Disagree,,,Strongly Agree,,,Moved outside San Diego area,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,n/a,Being able to watch the lectures at my own pace,"Physical exams, anatomy",Accessibility to lecturers and course directors,"I think the school has been doing a great job with the transition to online learning. I feel like I am still getting a great education. The communication from administration could have been much better early on. Clear emails stating the new updates could have been sent out earlier, rather than relying on town halls to convey information. Not everyone could attend at the exact time. I was still at my ACA when the first town hall occurred and had difficulty getting up to date information."
4/27/2020 12:51,4/27/2020 13:52,100,3683,TRUE,4/27/2020 13:52,R_pi0r56f50VOvjLX,anonymous,EN,MS1,Somewhat positively affected,Neutral,Somewhat negatively affected,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat positively affected,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Disagree,I prefer the flexibility of learning material at my own time and pace,Every few days,Strongly Agree,Agree,Agree,Strongly Agree,N/A: I have not received communication via this method,,,Neutral,,,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,,"Hands down the best addition is the freedom with which to approach lectures. The ability to learn more or less depending on the energy level of the day is absolutely massive. And has been the STRONGEST addition to my education, regardless of the circumstance.","I think there are considerable external factors (isolation specifically) that negatively effect learning at this time. I think currently we have maintained certain aspects of ""needs"". Physiological needs specifically. But psychologically many of us are starving. This is no fault of the remote learning","PLEASE find someway to facilitate pre-recorded lectures. This has been almost life changing for me. As someone who has cyclical productivity, the ability to sit down and learn as much as I want when I have energy has been one the biggest factors to academic survival. Not to mention it facilitates a larger degree of purpose when you know you can keep striving and learning.","I want to be very straight forward about my bias, I have failed every class since the remote learning started, and that undoubtedly affects my position and opinion. And I know the vast majority of my classmates are not only surviving but thriving academically. I just wanted to say that some of us are being hit more by the complete psychological lack of interaction, that can't really be remedied by looking at boxes on a computer with friends and mentors faces in them. I think we are currently evaluating the students under the stressors and circumstances of the current NEW world, by the old pre-infection standard. I understand that life isn't going to always play out, but I just want the medical school to reflect on that. I don't have an answer for it, but I do think it is a bigger element than we are acknowledging."
4/27/2020 14:08,4/27/2020 14:33,100,1516,TRUE,4/27/2020 14:33,R_2ElQ3UvJOAIaQUN,anonymous,EN,MS2,N/A: I did not take this course via remote learning,Somewhat positively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Neutral,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,,,$101-$500,Disagree,I prefer having required modules and due dates,Weekly,Disagree,Neutral,Neutral,Disagree,Neutral,,Dr. Guluma's Town Hall Summaries,Agree,Somewhat negatively affected,Somewhat unprepared,Stayed at UCSD graduate student housing,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,,,,,It's hard to study at home. 
4/27/2020 14:52,4/27/2020 14:57,100,326,TRUE,4/27/2020 14:57,R_SYIJ12ZtZzyci09,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Neutral,Somewhat negatively affected,Very negatively affected,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,N/A: I have not used this resource,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Strongly Agree,Strongly Agree,,,$0-100,Neutral,I prefer the flexibility of learning material at my own time and pace,Weekly,Agree,Disagree,Agree,Agree,Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Agree,Agree,Agree,Agree,Neutral,Neutral,Helped w/ FC appointments ,"I usually podcast lectures to begin w/, so that hasn't changed much. I also like the flexibility of doing the modules without feeling behind, and i like still having some mandatory classes (PBL, POM)",improving POM--4 hours at the computer is a really long time and I don't feel like I'm learning as much,"pre-recorded lectures are great bc we can learn at our own pace, keep the review sessions","It's really difficult to stay focused and motivated during this time. The exams I think have been fair in assessment of knowledge/understanding of material thus far, but it's still really hard to gauge how I've been learning everything/where I'm at"
4/27/2020 20:39,4/27/2020 20:58,100,1112,TRUE,4/27/2020 20:58,R_2QolvQSTiq6NfTy,anonymous,EN,MS1,Somewhat negatively affected,Neutral,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,N/A: I did not take this course via remote learning,Somewhat negatively affected,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Disagree,I prefer the flexibility of learning material at my own time and pace,Monthly,Agree,Neutral,N/A: I have not received communication via this method,Strongly Agree,Disagree,,,Neutral,,,Stayed at UCSD graduate student housing,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Tech issues have been a huge problem as far as timing and connecting with the patients.,Lecturers and course directors have been prompt about responding to the students' requests.,Students have a very difficult time figuring out what is important and what is not without the extra emphasis usually provided in lectures and in-person review sessions.,"Regular reviews, extra questions that are representative of test questions, and recording of all sessions.","While some students find they have more time with remote learning, some of us have less and are struggling to adjust to remote learning. In addition to family issues and regular coursework, it's more difficult to go about daily activities, such as grocery shopping or exercising; some of us do not have access to a quiet study space with reliable internet; some of us are managing free clinic responsibilities, where more administrative duties are falling on students. Some of us have had a known exposure to COVID-19 ourselves or have responsibilities to our communities outside of school. While it's easy to focus on maintaining a similar support system related to the curriculum, for many of us this is not our first priority, and especially for those of us who have a history of mental health issues, we are doing our best."
4/28/2020 10:25,4/28/2020 10:32,100,419,TRUE,4/28/2020 10:32,R_3elsK1kwC7KeQac,anonymous,EN,MS1,Neutral,Neutral,Neutral,Somewhat negatively affected,Somewhat negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Somewhat negatively affected,Very negatively affected,Somewhat negatively affected,Somewhat positively affected,Very negatively affected,Very negatively affected,N/A: I did not take this course via remote learning,Very negatively affected,Very negatively affected,Agree,Disagree,Strongly Agree,Neutral,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Agree,,,$0-100,Disagree,No preference,Weekly,Agree,Neutral,Neutral,Agree,Disagree,,,Disagree,,,Stayed at UCSD graduate student housing,Agree,Agree,Neutral,Disagree,Disagree,Disagree,"I had a horrible time with my tele-health visit. My phone was unable to do three-way calls, so it kept dropping the call with the patient and the attending.",,"It is hard for me to stay engaged and active when I'm only learning from podcasts. Additionally, during PBL I can see other students openly working on other things or not paying attention",,"I have had an incredibly hard time adjusting to remote learning. I feel as if I am not learning the material as well, and I find it hard to concentrate when I am trapped inside my apartment. That being said, I appreciate all that has been done to try to make this as seamless as possible. I do like live pre-recorded lectures compared to just watching recordings from last year."
4/29/2020 14:06,4/29/2020 15:06,100,3615,TRUE,4/29/2020 15:06,R_Ose9lXpCzCbjSTL,anonymous,EN,MS1,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Neutral,Neutral,Somewhat negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,Very negatively affected,N/A: I have not used this resource,N/A: I have not used this resource,Agree,Neutral,N/A: I have not used this resource,Agree,N/A: I have not used this resource,N/A: I have not used this resource,N/A: I have not used this resource,Strongly Agree,Strongly Agree,,,$0-100,Agree,I prefer the flexibility of learning material at my own time and pace,Weekly,Neutral,Neutral,Agree,Agree,Neutral,,,Neutral,,,Stayed at UCSD graduate student housing,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,,having all lectures available at the beginning of the week so I can work at my own pace,I think POM still goes a bit too long. ,Posting lectures for the week at the beginning of the week. They could post the previous years.,"It can feel very isolating to be online all the time. I know it is difficult for faculty to record to a blank screen, but it is also difficult for students to watch every lecture online and be online for review sessions, PBL, and POM. Sometimes lecture audio can be inconsistent.   "
